Label,Notation,Parent Notation,Sort Priority,Description
Vehicles not mechanically propelled,30.9B,78K,382,
"Motor cycle, bicycle & invalid carriage parts & accessories",30.9C,78I,383,
Baby carriages,30.9D,89OC,384,
Household furniture,31.0A,82C,385,
Office furniture,31.0B,82K,386,
Parts of assets,31.0C,82I,387,
"Coal, coke & briquettes",32,3OF,388,
Worked industrial diamonds & powder of precious stones,32.1A,27,389,
Worked pearls & precious stones,32.1B,66P,390,
Metal watch straps,32.1C,88C,391,
Jewellery,32.1D,897C,392,
Other articles of precious metal,32.1E,89K,393,
Coins,32.1F,96,394,
Musical instruments,32.2A,89OC,395,
Musical accessories & parts of musical instruments,32.2B,89I,396,
Ski-boots,32.3A,85,397,
Sports goods,32.3B,89OC,398,
Consumer games & toys,32.4A,89OC,399,
Amusement arcade games,32.4B,89K,400,
Medical articles n.e.s,32.5A,54,401,
Medical sterilisers & laboratory centrifuges,32.5B,74K,402,
Medical instruments n.e.s,32.5C,87K,403,
Spectacles & spectacle lenses,32.5D,88C,404,
Spectacle frames & contact lenses,32.5E,88I,405,
Orthopaedic appliances,32.5F,89OC,406,
Protective gloves & headwear,32.9A,84,407,
"Breathing appliances, gas masks & demonstration models",32.9B,87K,408,
Other manufactured consumer articles,32.9C,89OC,409,
Tailors' dummies,32.9D,89K,410,
Other manufactured articles,32.9E,89I,411,
Oil,33,3,412,
Crude oil,33O,33,413,
Crude oil,33O,T14,414,
Refined oil,33R,33,415,
Refined oil,33R,T14,416,
Refined oil,33R,TminusC,417,
Gas,34,3OF,418,
Electricity,35,3OF,419,
Electricity,35.1,35,420,
Manufactured gas,35.2,34,421,
Sewage sludge,37,59,422,
Leather waste,38.1A,21,423,
Rubber waste,38.1B,23,424,
Wood waste,38.1C,24,425,
Paper waste & scrap,38.1D,25,426,
Yarn waste,38.1E,26,427,
Slag from iron & steel manufacture,38.1F,27,428,
Other metal waste,38.1G,28,429,
Waste oils,38.1H,33R,430,
Spent fuel elements of nuclear reactors,38.1I,52,431,
Pharmaceutical waste,38.1J,54,432,
Plastic waste,38.1K,57,433,
"Municipal waste, other chemical waste & residues",38.1L,59,434,
Used rubber tyres,38.1M,62,435,
Glass waste,38.1N,66minusP,436,
Other non-ferrous metal waste,38.1O,68minusS,437,
Waste & scrap of batteries & accumulators,38.1P,77I,438,
Ships for breaking up,38.1Q,793,439,
Gold waste,38.1R,97,440,
Ash from waste incineration,38.2A,27,441,
Waste organic solvents,38.2B,59,442,
Secondary raw materials for other non-ferrous base metals,38.3,68minusS,443,
Fuels other than oil,3OF,3,444,
Fuels other than oil,3OF,T14,445,
Fuels other than oil,3OF,TminusC,446,
Fuels other than oil,3OF,TminusO,447,
Fuels other than oil,3OF,TminusOE,448,
Animal & vegetable oils & fats,4,2plus4,449,
Cereals,4,04plus08,450,
Animal oils & fats,41,4,451,
Vegetable oils & fats,42,4,452,
Processed oils & fats,43,4,453,
Chemicals,5,5plus6,454,
Chemicals,5,5plus6minusE,455,
Chemicals,5,T14,456,
Vegetables & fruit,5,0,457,
Semi-manufactures,5+6,T,458,
Semi-manufactures less erratics,5+6-E,T,459,
Manufactures,5-8,T,460,
Manufactures less erratics,5-8-E,T,461,
Coal,5.1,32,462,
Lignite,5.2,32,463,
Organic chemicals,51,5,464,
Inorganic chemicals,52,5,465,
"Dyeing, tanning & colouring materials",53,5,466,
Medicinal & pharmaceutical products,54,5,467,
Toilet & cleansing preparations,55,5,468,
Processed fertilisers,56,56plus59,469,
Fertilisers & other chemicals,56+59,T,470,
Fertilisers & other chemicals,56plus59,5,471,
Plastics in primary forms,57,57plus58,472,
Plastics,57+58,T,473,
Plastics,57plus58,5,474,
Plastics in non-primary forms,58,57plus58,475,
Consumer printed matter,58.1A,89OC,476,
Commercial printed matter,58.1B,89I,477,
Packaged computer software,58.2,89OC,478,
Other chemicals,59,56plus59,479,
Exposed cinematographic film,59.1A,88I,480,
Video recordings,59.1B,89OC,481,
Audio recordings & printed music,59.2,89OC,482,
Manufactures less erratics(copy of 5minus8minusE,5min8minE,T,483,
Manufactures,5minus8,T,484,
Manufactures,5minus8,TminusO,485,
Manufactures less erratics,5minus8minusE,TminusC,486,
Manufactures less erratics,5minus8minusE,TminusE,487,
Manufactures less erratics,5minus8minusE,TminusOE,488,
Semi-manufactures,5plus6,5minus8,489,
Semi-manufactures less erratics,5plus6minusE,5minus8minusE,490,
Material manufactures,6,5plus6,491,
Sugar,6,0,492,
Material manufactures less erratics,6-PS,T,493,
Natural gas,6.2,34,494,
Leather manufactures,61,6,495,
Leather manufactures,61,6minusPS,496,
Rubber manufactures,62,6,497,
Rubber manufactures,62,6minusPS,498,
Wood & cork manufactures,63,6,499,
Wood & cork manufactures,63,6minusPS,500,
Paper & paperboard,64,6,501,
Paper & paperboard,64,6minusPS,502,
Textile fabrics,65,6,503,
Textile fabrics,65,6minusPS,504,
Mineral manufactures,66,6,505,
Mineral manufactures less precious stones,66-P,T,506,
Precious stones,66P,66,507,
Precious stones,66P,PS,508,
Mineral manufactures less precious stones,66minusP,66,509,
Mineral manufactures less precious stones,66minusP,6minusPS,510,
Iron & steel,67,6,511,
Iron & steel,67,6minusPS,512,
Non-ferrous metals,68,6,513,
Non-ferrous metals less silver,68-S,T,514,
Silver,68S,68,515,
Silver,68S,PS,516,
Non-ferrous metals less silver,68minusS,68,517,
Non-ferrous metals less silver,68minusS,6minusPS,518,
Miscellaneous metal manufactures,69,6,519,
Miscellaneous metal manufactures,69,6minusPS,520,
Material manufactures less erratics,6minusPS,5plus6minusE,521,
Material manufactures less erratics,6minusPS,T14,522,
"Coffee, tea, cocoa etc",7,0,523,
Machinery & transport equipment,7,7plus8,524,
Finished manufactures,7+8,T,525,
Finished manufactures less erratics,7+8-E,T,526,
Consumer goods other than cars,7+8C,T,527,
Intermediate goods,7+8I,T,528,
Capital goods,7+8K,T,529,
Iron ores,7.1,28,530,
Non-ferrous metal ores & concentrates,7.2,28,531,
Power-generating machinery,71,T,532,
Machinery,71-77,T,533,
Architectural plans & drawings,71.1,89I,534,
Electric motors (intermediate),71EI,71,535,
Electric motors (intermediate),71EI,7EI,536,
Electric motors (capital),71EK,71,537,
Electric motors (capital),71EK,7EK,538,
Mechanical power generators (consumer),71MC,71,539,
Mechanical power generators (consumer),71MC,7MC,540,
Mechanical power generators (intermediate),71MI,71,541,
Mechanical power generators (intermediate),71MI,7MI,542,
Mechanical power generators (capital),71MK,71,543,
Mechanical power generators (capital),71MK,7MK,544,
Machinery,71minus77,7,545,
Specialised machinery,72,T,546,
Specialised machinery (consumer),72C,72,547,
Specialised machinery (consumer),72C,7MC,548,
Specialised machinery (intermediate),72I,72,549,
Specialised machinery (intermediate),72I,7MI,550,
Specialised machinery (capital),72K,72,551,
Specialised machinery (capital),72K,7MK,552,
Metal working machinery,73,T,553,
Metal working machinery (intermediate),73I,73,554,
Metal working machinery (intermediate),73I,7MI,555,
Metal working machinery (capital),73K,73,556,
Metal working machinery (capital),73K,7MK,557,
General industrial machinery,74,T,558,
Exposed photographic film,74.2,88I,559,
General industrial machinery (consumer),74C,74,560,
General industrial machinery (consumer),74C,7MC,561,
General industrial machinery (intermediate),74I,74,562,
General industrial machinery (intermediate),74I,7MI,563,
General industrial machinery (capital),74K,74,564,
General industrial machinery (capital),74K,7MK,565,
Office machinery,75,T,566,
Office machinery (consumer),75C,75,567,
Office machinery (consumer),75C,7EC,568,
Office machinery (intermediate),75I,75,569,
Office machinery (intermediate),75I,7EI,570,
Office machinery (capital),75K,75,571,
Office machinery (capital),75K,7EK,572,
Telecoms & sound equipment,76,T,573,
Telecoms & sound equipment (consumer),76C,76,574,
Telecoms & sound equipment (consumer),76C,7EC,575,
Telecoms & sound equipment (intermediate),76I,76,576,
Telecoms & sound equipment (intermediate),76I,7EI,577,
Telecoms & sound equipment (capital),76K,76,578,
Telecoms & sound equipment (capital),76K,7EK,579,
Miscellaneous electrical goods,77,T,580,
Miscellaneous electrical goods (consumer),77C,77,581,
Miscellaneous electrical goods (consumer),77C,7EC,582,
Miscellaneous electrical goods (intermediate),77I,77,583,
Miscellaneous electrical goods (intermediate),77I,7EI,584,
Miscellaneous electrical goods (capital),77K,77,585,
Miscellaneous electrical goods (capital),77K,7EK,586,
Road vehicles,78,7,587,
Road vehicles other than cars (consumer),78C,78,588,
Road vehicles other than cars (consumer),78C,7plus8C,589,
Road vehicles other than cars (intermediate),78I,78,590,
Road vehicles other than cars (intermediate),78I,7plus8I,591,
Road vehicles other than cars (capital),78K,78,592,
Road vehicles other than cars (capital),78K,7plus8K,593,
Cars,78M,78,594,
Cars,78M,7plus8minusE,595,
Cars,78M,T14,596,
Other transport equipment,79,7,597,
Railway equipment (intermediate),791I,79,598,
Railway equipment (intermediate),791I,7plus8I,599,
Railway equipment (capital),791K,79,600,
Railway equipment (capital),791K,7plus8K,601,
Aircraft,792,792/3,602,
Ships & aircraft,792/3,79,603,
Ships & aircraft,792/3,E,604,
Ships & aircraft,792/3,T14,605,
Ships & aircraft,792/3,TminusC,606,
Not required,792_3,T,607,
Ships & aircraft(copy of 792/3 for publication purposes),792and3,T,608,
Ships,793,792/3,609,
Electrical machinery,7E,71minus77,610,
Electrical machinery (consumer),7EC,7E,611,
Electrical machinery (consumer),7EC,7plus8C,612,
Electrical machinery (intermediate),7EI,7E,613,
Electrical machinery (intermediate),7EI,7plus8I,614,
Electrical machinery (intermediate),7EK,7E,615,
Electrical machinery (intermediate),7EK,7plus8K,616,
Mechanical machinery,7M,71minus77,617,
Mechanical machinery (consumer),7MC,7M,618,
Mechanical machinery (consumer),7MC,7plus8C,619,
Mechanical machinery (intermediate),7MI,7M,620,
Mechanical machinery (intermediate),7MI,7plus8I,621,
Mechanical machinery (capital),7MK,7M,622,
Mechanical machinery (capital),7MK,7plus8K,623,
Finished manufactures,7plus8,5minus8,624,
Consumer goods other than cars,7plus8C,7plus8minusE,625,
Consumer goods other than cars,7plus8C,T14,626,
Intermediate goods,7plus8I,7plus8minusE,627,
Intermediate goods,7plus8I,T14,628,
Capital goods,7plus8K,7plus8minusE,629,
Capital goods,7plus8K,T14,630,
Finished manufactures less erratics,7plus8minusE,5minus8minusE,631,
Animal feeding stuffs,8,04plus08,632,
Miscellaneous manufactures,8,7plus8,633,
"Unworked stone, gravel, sand, clays & kaolin",8.1,27,634,
"Plumbing, heating & lighting fixtures",81,T,635,
"Plumbing, heating & lighting fixtures (consumer)",81C,81,636,
"Plumbing, heating & lighting fixtures (consumer)",81C,8OC,637,
"Plumbing, heating & lighting fixtures (intermediate)",81I,81,638,
"Plumbing, heating & lighting fixtures (intermediate)",81I,8OI,639,
"Plumbing, heating & lighting fixtures (capital)",81K,81,640,
"Plumbing, heating & lighting fixtures (capital)",81K,8OK,641,
Furniture,82,T,642,
Furniture (consumer),82C,82,643,
Furniture (consumer),82C,8OC,644,
Furniture (intermediate),82I,82,645,
Furniture (intermediate),82I,8OI,646,
Furniture (capital),82K,82,647,
Furniture (capital),82K,8OK,648,
"Travel goods, handbags etc",83,8OC,649,
Clothing,84,84plus85,650,
Clothing & footwear,84+85,T,651,
Clothing & footwear,84plus85,7plus8C,652,
Clothing & footwear,84plus85,8,653,
Footwear,85,84plus85,654,
Scientific instruments,87,T,655,
Scientific & photographic,87+88,T,656,
