Label,Notation,Parent Notation,Sort Priority,Description
Property management,10.2.1.N32,10.2.1,,
CDC business management,10.2.1.N33,10.2.1,,
Other business and management services,10.2.1.N34,10.2.1,,
Public relations,10.2.1.N35,10.2.1,,
Management charges,10.2.1.N36,10.2.1,,
Recruitment,10.2.1.N37,10.2.1,,
"Advertising, Market Research and public opinion polling services",10.2.2,10.2,,
Market Research,10.2.2.N1,10.2.2,,
Advertising,10.2.2.N2,10.2.2,,
"Technical, trade-related, and other business services",10.3,10,,
"Architectural, engineering, scientific, and other technical services",10.3.1,10.3,,
Architectural Services,10.3.1.1,10.3.1,,
Engineering Services,10.3.1.2,10.3.1,,
Scientific and other technical services (ITIS 50),10.3.1.3,10.3.1,,
Scientific & Other Tech comp 1,10.3.1.3.N1,10.3.1,,
Scientific & Other Tech comp 2,10.3.1.3.N2,10.3.1,,
Waste treatment and de-pollution (ITIS 3) - On site processing services,10.3.2,10.3,,
Waste treatment and de-pollution,10.3.2.1,10.3.2,,
"Services incidental to agriculture, forestry and fishing (ITIS 1) - Agricultural",10.3.2.2,10.3.2,,
"Services incidental to mining, oil and gas extraction (ITIS 2) - Extraction Metal Ore",10.3.2.3,10.3.2,,
"North Sea, oil and gas",10.3.2.N4,10.3.2,,
Operational Leasing Services,10.3.3,10.3,,
Operational Leasing Services (ITIS),10.3.N31,10.3,,
Operational Leasing Sea charters,10.3.N32,10.3,,
Trade-related services,10.3.4,10.3,,
"Agricultural, Mining and On-Site Processing Services",10.3.N41,10.3,,
Other Trade-Related Services (New ITIS 42),10.3.N411,10.3,,
Other trade-related comp 1,10.3.N4111,10.3,,
Other trade-related comp 2,10.3.N4112,10.3,,
Service Credits,10.3.N412,10.3,,
Other business services n.i.e,10.3.5,10.3,,
Other Misc: Business Services (ITIS),10.3.N51,10.3,,
Other Education,10.3.N52,10.3,,
Subscriptions to Professional bodies,10.3.N53,10.3,,
Other Trade in Services (New ITIS 52),10.3.N54,10.3,,
Other Miscellaneous Business Services: Banks,10.3.N55,10.3,,
North sea oil and gas adjustment,10.3.N56,10.3,,
Other Miscellaneous Business Services: Securities dealers,10.3.N57,10.3,,
Other Misc: Procurement (New ITIS 13),10.3.N58,10.3,,
"Services between affiliated enterprises, n.i.e",10.3.N59,10.3,,
"PERSONAL, CULTURAL , and RECREATIONAL SERVICES",11,0,,
Audiovisual and related services,11.1,11,,
Film and TV,11.1.1,11.1,,
Other audiovisual and related services,11.1.2,11.1,,
TV and radio related services (ITIS),11.1.N21,11.1,,
Music related services (ITIS),11.1.N22,11.1,,
"Other personal, cultural, and recreational services",11.2,11,,
Health services,11.2.1,11.2,,
Education services,11.2.2,11.2,,
Personal Services (Correspondence Courses),11.2.N21,11.2,,
Personal Services (British Exam Boards),11.2.N22,11.2,,
Personal Education: ITIS,11.2.N23,11.2,,
Heritage and recreational services (ITIS 46),11.2.3,11.2,,
Remote Gambling,11.2.3.N1,11.2.3,,
Other heritage and recreational services (ITIS 46),11.2.3.N2,11.2.3,,
Other personal services,11.2.4,11.2,,
GOVERNMENT GOODS AND SERVICES n.i.e,12,0,,
Embassies and consulates,12.1,12,,
Military Units and Agencies,12.2,12,,
TiS Govt Military [MOD Receipts from US forces],12.2.N1,12.2,,
Other military units and agencies,12.2.N2,12.2,,
Other government goods and servi,12.3,12,,
Other Govt EU institutions,12.3.N1,12.3,,
Own resources refund,12.3.N11,12.3,,
Euratom,12.3.N12,12.3,,
EU tax collection fees,12.3.N13,12.3,,
Other non-EU government services,12.3.N2,12.3,,
Bilateral Aid,12.3.N21,12.3,,
JET,12.3.N22,12.3,,
Appropriations in aid: medical costs,12.3.N23,12.3,,
UKAEA,12.3.N24,12.3,,
Appropriations in aid: Cyprus,12.3.N25,12.3,,
Appropriations in aid : Singapore and Malaysia,12.3.N26,12.3,,
British Council Overseas payments,12.3.N27,12.3,,
Miscellaneous government services,12.3.N28,12.3,,
