Label,Notation,Parent Notation,Sort Priority,Description
"Chillies and peppers, green (only capsicum)",01.13.31,01.13.3,60,
Cucumbers and gherkins,01.13.32,01.13.3,61,
Eggplants (aubergines),01.13.33,01.13.3,62,
Tomatoes,01.13.34,01.13.3,63,
Other fruit-bearing vegetables n.e.c.,01.13.39,01.13.3,64,"This subcategory includes: - growing of courgettes - growing of sweet corn - growing of pumpkins, squash and other fruit bearing vegetables n.e.c."
"Root, bulb or tuberous vegetables",01.13.4,01.13,65,
Carrots and turnips,01.13.41,01.13.4,66,
Garlic,01.13.42,01.13.4,67,
Onions,01.13.43,01.13.4,68,This subcategory includes: - growing of onions and shallots
Leeks and other alliaceous vegetables,01.13.44,01.13.4,69,
"Other root, bulb or tuberous vegetables (without high starch or inulin content)",01.13.49,01.13.4,70,
Edible roots and tubers with high starch or inulin content,01.13.5,01.13,71,
Potatoes,01.13.51,01.13.5,72,
Sweet potatoes,01.13.52,01.13.5,73,
Cassava,01.13.53,01.13.5,74,
Other edible roots and tubers with high starch or inulin content,01.13.59,01.13.5,75,
"Vegetable seeds, except beet seeds",01.13.6,01.13,76,
"Vegetable seeds, except beet seeds",01.13.60,01.13.6,77,
Sugar beet and sugar beet seeds,01.13.7,01.13,78,
Sugar beet,01.13.71,01.13.7,79,
Sugar beet seeds,01.13.72,01.13.7,80,
Mushrooms and truffles,01.13.8,01.13,81,
Mushrooms and truffles,01.13.80,01.13.8,82,
"Vegetables, fresh, n.e.c.",01.13.9,01.13,83,
"Vegetables, fresh, n.e.c.",01.13.90,01.13.9,84,
Sugar cane,01.14,01.1,85,
Sugar cane,01.14.1,01.14,86,
Sugar cane,01.14.10,01.14.1,87,
Unmanufactured tobacco,01.15,01.1,88,
Unmanufactured tobacco,01.15.1,01.15,89,
Unmanufactured tobacco,01.15.10,01.15.1,90,
Fibre crops,01.16,01.1,91,
Fibre crops,01.16.1,01.16,92,
"Cotton, whether or not ginned",01.16.11,01.16.1,93,
"Jute, kenaf and other textile bast fibres, raw or retted, except flax, true hemp and ramie",01.16.12,01.16.1,94,
"Flax, true hemp and raw fibre crops n.e.c.",01.16.19,01.16.1,95,
Other non-perennial crops,01.19,01.1,96,
Forage crops,01.19.1,01.19,97,
Forage crops,01.19.10,01.19.1,98,"This subcategory includes: - swedes, mangolds, fodder roots, clover, alfalfa (lucerne), sainfoin, fodder maize and other grasses, forage kale and similar forage products  This subcategory excludes: - pellets and meals of forage crops, see 10.91"
Cut flowers and flower buds; flower seeds,01.19.2,01.19,99,
Cut flowers and flower buds,01.19.21,01.19.2,100,
Flower seeds,01.19.22,01.19.2,101,
"Beet seeds, seeds for forage plants; other raw vegetable materials",01.19.3,01.19,102,
Beet seeds (excluding sugar beet seeds) and seeds for forage plants,01.19.31,01.19.3,103,
Raw vegetable materials n.e.c.,01.19.39,01.19.3,104,
Perennial crops,01.2,01,105,
Grapes,01.21,01.2,106,
Grapes,01.21.1,01.21,107,
Table grapes,01.21.11,01.21.1,108,
"Other grapes, fresh",01.21.12,01.21.1,109,
Tropical and subtropical fruits,01.22,01.2,110,
Tropical and subtropical fruits,01.22.1,01.22,111,
Avocados,01.22.11,01.22.1,112,
"Bananas, plantains and similar",01.22.12,01.22.1,113,
Dates,01.22.13,01.22.1,114,
Figs,01.22.14,01.22.1,115,
Other tropical and subtropical fruits,01.22.19,01.22.1,116,
Citrus fruits,01.23,01.2,117,
Citrus fruits,01.23.1,01.23,118,
Pomelo and grapefruits,01.23.11,01.23.1,119,
Lemons and limes,01.23.12,01.23.1,120,
Oranges,01.23.13,01.23.1,121,
"Tangerines, mandarins, clementines",01.23.14,01.23.1,122,
Other citrus fruits,01.23.19,01.23.1,123,
Pome fruits and stone fruits,01.24,01.2,124,
Apples,01.24.1,01.24,125,
Apples,01.24.10,01.24.1,126,
Other pome fruits and stone fruits,01.24.2,01.24,127,
Pears,01.24.21,01.24.2,128,
Quinces,01.24.22,01.24.2,129,
Apricots,01.24.23,01.24.2,130,
Cherries,01.24.24,01.24.2,131,
Peaches,01.24.25,01.24.2,132,
Nectarines,01.24.26,01.24.2,133,
Plums,01.24.27,01.24.2,134,
Sloes,01.24.28,01.24.2,135,
Other pome fruits and stone fruits n.e.c.,01.24.29,01.24.2,136,
Other tree and bush fruits and nuts,01.25,01.2,137,
Berries and the fruits of the genus vaccinium,01.25.1,01.25,138,
Kiwi fruit,01.25.11,01.25.1,139,
Raspberries,01.25.12,01.25.1,140,
Strawberries,01.25.13,01.25.1,141,
"Other berries, the fruits of the genus vaccinium n.e.c.",01.25.19,01.25.1,142,"This subcategory includes: - cranberry, blueberry, lingonberry, bilberry, huckleberry - currant and gooseberries"
Fruit seeds,01.25.2,01.25,143,
Fruit seeds,01.25.20,01.25.2,144,
"Nuts (excluding wild edible nuts, groundnuts and coconuts)",01.25.3,01.25,145,
Almonds,01.25.31,01.25.3,146,
Chestnuts,01.25.32,01.25.3,147,
Hazelnuts,01.25.33,01.25.3,148,
Pistachios,01.25.34,01.25.3,149,
Walnuts,01.25.35,01.25.3,150,
"Other nuts (excluding wild edible nuts, groundnuts and coconuts)",01.25.39,01.25.3,151,
Other tree and bush fruits n.e.c.,01.25.9,01.25,152,
Other tree and bush fruits n.e.c.,01.25.90,01.25.9,153,
Oleaginous fruits,01.26,01.2,154,
Olives,01.26.1,01.26,155,
Table olives,01.26.11,01.26.1,156,
Olives for production of olive oil,01.26.12,01.26.1,157,
Coconuts,01.26.2,01.26,158,
Coconuts,01.26.20,01.26.2,159,
Other oleaginous fruits,01.26.9,01.26,160,
Other oleaginous fruits,01.26.90,01.26.9,161,
Beverage crops,01.27,01.2,162,
Beverage crops,01.27.1,01.27,163,
"Coffee beans, not roasted",01.27.11,01.27.1,164,
Tea leaves,01.27.12,01.27.1,165,
Maté leaves,01.27.13,01.27.1,166,
Cocoa beans,01.27.14,01.27.1,167,
"Spices, aromatic, drug and pharmaceutical crops",01.28,01.2,168,
"Spices, not processed",01.28.1,01.28,169,
"Pepper (piper spp.), raw",01.28.11,01.28.1,170,
"Chillies and peppers, dry (capsicum spp.), raw",01.28.12,01.28.1,171,
"Nutmeg, mace and cardamoms, raw",01.28.13,01.28.1,172,
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",01.28.14,01.28.1,173,
"Cinnamon (canella), raw",01.28.15,01.28.1,174,
"Cloves (whole stems), raw",01.28.16,01.28.1,175,
"Ginger, dry, raw",01.28.17,01.28.1,176,
"Vanilla, raw",01.28.18,01.28.1,177,
"Other spices, not processed",01.28.19,01.28.1,178,
Hop cones,01.28.2,01.28,179,
Hop cones,01.28.20,01.28.2,180,
"Plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes",01.28.3,01.28,181,
"Plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes",01.28.30,01.28.3,182,
Other perennial crops,01.29,01.2,183,
Natural rubber,01.29.1,01.29,184,
Natural rubber,01.29.10,01.29.1,185,
"Christmas trees, cut",01.29.2,01.29,186,
"Christmas trees, cut",01.29.20,01.29.2,187,
"Vegetable materials of a kind used primarily for plaiting or as stuffing or padding, or in dyeing or tanning",01.29.3,01.29,188,
"Vegetable materials of a kind used primarily for plaiting or as stuffing or padding, or in dyeing or tanning",01.29.30,01.29.3,189,
"Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",01.3,01,190,
"Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",01.30,01.3,191,
"Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",01.30.1,01.30,192,
"Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",01.30.10,01.30.1,193,
Live animals and animal products,01.4,01,194,
"Dairy cattle, live and raw milk from dairy cattle",01.41,01.4,195,
"Dairy cattle, live",01.41.1,01.41,196,
"Dairy cattle, live",01.41.10,01.41.1,197,
Raw milk from dairy cattle,01.41.2,01.41,198,
Raw milk from dairy cattle,01.41.20,01.41.2,199,
"Other cattle and buffaloes, live and their semen",01.42,01.4,200,
"Other cattle and buffaloes, live",01.42.1,01.42,201,
"Other cattle and buffaloes, except calves, live",01.42.11,01.42.1,202,
"Calves of cattle and buffalo, live",01.42.12,01.42.1,203,
Cattle and buffalo semen,01.42.2,01.42,204,
Cattle and buffalo semen,01.42.20,01.42.2,205,
"Horses and other equines, live",01.43,01.4,206,
"Horses and other equines, live",01.43.1,01.43,207,
"Horses and other equines, live",01.43.10,01.43.1,208,
"Camels and camelids, live",01.44,01.4,209,
"Camels and camelids, live",01.44.1,01.44,210,
"Camels and camelids, live",01.44.10,01.44.1,211,
"Sheep and goats, live; raw milk and shorn wool from sheep and goats",01.45,01.4,212,
"Sheep and goats, live",01.45.1,01.45,213,
"Sheep, live",01.45.11,01.45.1,214,
"Goats, live",01.45.12,01.45.1,215,
Raw milk from sheep and goats,01.45.2,01.45,216,
Raw milk from sheep,01.45.21,01.45.2,217,
Raw milk from goats,01.45.22,01.45.2,218,
"Shorn wool from sheep and goats, greasy, including fleece-washed shorn wool",01.45.3,01.45,219,
"Shorn wool from sheep and goats, greasy, including fleece-washed shorn wool",01.45.30,01.45.3,220,
"Swine, live",01.46,01.4,221,
"Swine, live",01.46.1,01.46,222,
"Swine, live",01.46.10,01.46.1,223,
"Poultry, live and eggs",01.47,01.4,224,
"Poultry, live",01.47.1,01.47,225,
"Chickens, live",01.47.11,01.47.1,226,
"Turkeys, live",01.47.12,01.47.1,227,
"Geese, live",01.47.13,01.47.1,228,
"Ducks and guinea fowls, live",01.47.14,01.47.1,229,
"Eggs, in shell, fresh",01.47.2,01.47,230,
"Hen eggs in shell, fresh",01.47.21,01.47.2,231,
"Eggs from other poultry in shell, fresh",01.47.22,01.47.2,232,
Eggs for hatching,01.47.23,01.47.2,233,
Other farmed animals and animal products,01.49,01.4,234,
"Other farmed animals, live",01.49.1,01.49,235,
"Domestic rabbits, live",01.49.11,01.49.1,236,
"Farmed birds n.e.c., live",01.49.12,01.49.1,237,
"Farmed reptiles (including snakes and turtles), live",01.49.13,01.49.1,238,
"Other farmed animals n.e.c., live",01.49.19,01.49.1,239,"This subcategory includes:  - reindeer - fur animals (except rabbits) - cats, dogs and other pet animals - diverse farmed animals n.e.c."
Other farm animal products,01.49.2,01.49,240,
Natural honey,01.49.21,01.49.2,241,
Raw milk n.e.c.,01.49.22,01.49.2,242,
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",01.49.23,01.49.2,243,
Edible products of farm animal origin n.e.c.,01.49.24,01.49.2,244,
Silk-worm cocoons suitable for reeling,01.49.25,01.49.2,245,
"Insect waxes and spermaceti, whether or not refined or coloured",01.49.26,01.49.2,246,
Animal embryos for reproduction,01.49.27,01.49.2,247,
Non-edible products of farm animal origin n.e.c.,01.49.28,01.49.2,248,"This subcategory includes: - fine or coarse animal hair, not carded or combed"
Raw fur skins and miscellaneous raw hides and skins,01.49.3,01.49,249,
"Raw fur skins, except of fur-bearing lambs",01.49.31,01.49.3,250,
Raw fur skins of fur-bearing lambs,01.49.32,01.49.3,251,
"Raw skins of animals n.e.c. (fresh or preserved, but not further prepared)",01.49.39,01.49.3,252,
Agricultural and animal husbandry services (except veterinary services),01.6,01,253,
Support services to crop production,01.61,01.6,254,
Support services to crop production,01.61.1,01.61,255,
Support services to crop production,01.61.10,01.61.1,256,"This subcategory includes: - preparation of fields - planting, cultivation and fertilisation of crops - crop spraying, including from the air - pest control for agriculture - trimming of fruit trees and vines - transplanting and thinning of crops - harvesting - provision of agricultural machinery with crew and operators - maintenance of agricultural land in good agricultural and ecological condition - operation of irrigation systems for agricultural purposes  This subcategory excludes: - water distribution services through mains, operation services of irrigation canals, see 36.00.20 - landscape architects services, see 71.11.4 - services provided by agronomists and agricultural economists, see 74.90.19 - other pest control services, see 81.29.11 - landscape services not related to agriculture, see 81.30.10 - organisation of agricultural shows and fairs, see 82.30.12"
Support services to animal production,01.62,01.6,257,
Support services to animal production,01.62.1,01.62,258,
Support services to animal production,01.62.10,01.62.1,259,"This subcategory includes: - services promoting propagation, growth and output of animals - herd testing services, droving services, agistment services, poultry caponising services, grading of eggs etc. - sheep shearing services - farm animals boarding and care services - cleaning of agricultural premises (hen houses, piggeries, etc.) - stud services - services related to artificial insemination This subcategory also includes: - services of farriers This subcategory excludes: - provision of space for animal boarding only, see 68.20.12 - services provided by agronomists and agricultural economists, see 74.90.19 - vaccination of animals and other veterinary services, see 75.00.1 - recreational riding services, see 93.11.10 - pet animals boarding and care, see 96.09.11"
Post-harvest crop services,01.63,01.6,260,
Post-harvest crop services,01.63.1,01.63,261,
Post-harvest crop services,01.63.10,01.63.1,262,"This subcategory includes:  - preparation services for primary markets, i.e. cleaning, trimming, grading, disinfecting, drying, shelling - cotton ginning - preparation services for tobacco leaves, e.g. drying - preparation services for cocoa beans, e.g. peeling - waxing of fruit  This subcategory excludes: - preparation services of agricultural products by the producer, see corresponding class in groups 01.1, 01.2 or 01.3 - stemming and redrying services for tobacco, see 12.00.1 - marketing services of commission merchants and cooperative associations, see division 46 - wholesale services of agricultural raw materials, see 46.2 Agricultural products (Drying of…)  Problem statement: Drying is mentioned both in explanatory notes for agriculture and food manufacturing.  Solution: UN TSG decision for ISIC Rev.4, applicable also for NACE Rev. 2:   . NACE Rev. 2 class 01.63 (Post-harvest crop activities) includes drying activities where no manufacturing-type equipment is used, for example sun-drying of fruit and vegetables, air-drying of forage plants etc. . Division 10 (Manufacture of food products) includes industrial drying activities (dehydration by artificial means), according to the product class: NACE Rev. 2 class 10.31 (Processing and preserving of potatoes) includes industrial dehydrating of potatoes, 10.39 (Other processing and preserving of fruit and vegetables) includes industrial dehydrating of other fruit and vegetables etc.  Decision date: 01.07.2007"
Seed processing services for propagation,01.64,01.6,263,
Seed processing services for propagation,01.64.1,01.64,264,
Seed processing services for propagation,01.64.10,01.64.1,265,"This subcategory includes:  - services to improve the propagation quality of the seed, including treatment of genetically modified seeds:   . removal of non-seed materials, undersized, mechanically or insect-damaged and immature seeds   . removal of seed moisture to a safe level for seed storage   . drying, cleaning, grading and treating of seeds until they are marketed  This subcategory excludes: - growing of seeds, see groups 01.1 and 01.2 - processing services for seeds to obtain oil, see 10.41 - research services to develop or modify new forms of seeds, see 72.11.13"
Hunting and trapping and related services,01.7,01,266,
Hunting and trapping and related services,01.70,01.7,267,
Hunting and trapping and related services,01.70.1,01.70,268,
Hunting and trapping and related services,01.70.10,01.70.1,269,"This subcategory includes: - hunting and trapping on a commercial basis - taking of animals (dead or alive) for food, fur, skin, or for use in research, in zoos or as pets - production of fur skins, reptile or bird skins from hunting or trapping activities This subcategory also includes: - land-based catching of sea mammals such as walrus and seal This subcategory excludes: - production of fur skins, reptile or bird skins from ranching operations, see group 01.4 - raising of game animals on ranching operations, see 01.49.1 - catching of whales, see 03.00.69 - production of hides and skins originating from slaughterhouses, see 10.11 - hunting for sport or recreation and related service activities, see 93.19.13 - service activities to promote hunting and trapping, see 94.99.19"
"Products of forestry, logging and related services",02,A,270,
Forest trees and nursery services,02.1,02,271,
Forest trees and nursery services,02.10,02.1,272,
Live forest tree plants; forest tree seeds,02.10.1,02.10,273,
Live forest tree plants,02.10.11,02.10.1,274,
Forest tree seeds,02.10.12,02.10.1,275,
Forest trees nurseries services,02.10.2,02.10,276,
Forest trees nurseries services,02.10.20,02.10.2,277,"This subcategory excludes: - Christmas tree nursery services, see 01.30.10"
Forest trees,02.10.3,02.10,278,
Forest trees,02.10.30,02.10.3,279,
Wood in the rough,02.2,02,280,
Wood in the rough,02.20,02.2,281,
Wood in the rough,02.20.1,02.20,282,
Logs of coniferous wood,02.20.11,02.20.1,283,
"Logs of non-coniferous wood, except tropical wood",02.20.12,02.20.1,284,
Logs of tropical wood,02.20.13,02.20.1,285,
Fuel wood,02.20.14,02.20.1,286,
Wild growing non-wood products,02.3,02,287,
Wild growing non-wood products,02.30,02.3,288,
Natural gums,02.30.1,02.30,289,
"Balata, gutta-percha, guayula, chicle and similar natural gums",02.30.11,02.30.1,290,
"Lac, balsams and other natural gums and resins",02.30.12,02.30.1,291,
"Natural cork, raw or simply prepared",02.30.2,02.30,292,
"Natural cork, raw or simply prepared",02.30.20,02.30.2,293,
"Parts of plants, grasses, mosses and lichens suitable for ornamental purposes",02.30.3,02.30,294,
"Parts of plants, grasses, mosses and lichens suitable for ornamental purposes",02.30.30,02.30.3,295,
Wild growing edible products,02.30.4,02.30,296,
Wild growing edible products,02.30.40,02.30.4,297,
Support services to forestry,02.4,02,298,
Support services to forestry,02.40,02.4,299,
Support services to forestry,02.40.1,02.40,300,
Support services to forestry,02.40.10,02.40.1,301,"This subcategory includes: - forestry services:   . forestry inventories   . forest management consulting services   . timber evaluation   . forest fire fighting and protection   . forest pest control - logging services:   . transport of logs within the forest - provision of forestry machinery with crew and operators  This subcategory excludes: - operation of forest tree nurseries, see 02.10.20 - draining of forestry land, see 43.12.11 - clearing of building sites, see 43.12.11"
Fish and other fishing products; aquaculture products; support services to fishing,03,A,302,
Fish and other fishing products; aquaculture products; support services to fishing,03.0,03,303,
Fish and other fishing products; aquaculture products; support services to fishing,03.00,03.0,304,
"Fish, live",03.00.1,03.00,305,
Live ornamental fish,03.00.11,03.00.1,306,
"Live fish, marine, not farmed",03.00.12,03.00.1,307,
"Live fish, freshwater, not farmed",03.00.13,03.00.1,308,
"Live fish, marine, farmed",03.00.14,03.00.1,309,
"Live fish, freshwater, farmed",03.00.15,03.00.1,310,
"Fish, fresh or chilled",03.00.2,03.00,311,
"Fresh or chilled fish, marine, not farmed",03.00.21,03.00.2,312,
"Fresh or chilled fish, freshwater, not farmed",03.00.22,03.00.2,313,
"Fresh or chilled fish, marine, farmed",03.00.23,03.00.2,314,
"Fresh or chilled fish, freshwater, farmed",03.00.24,03.00.2,315,
"Crustaceans, not frozen",03.00.3,03.00,316,
"Crustaceans, not frozen, not farmed",03.00.31,03.00.3,317,
"Crustaceans, not frozen, farmed",03.00.32,03.00.3,318,
"Molluscs and other aquatic invertebrates, live, fresh or chilled",03.00.4,03.00,319,
"Oysters, live, fresh or chilled, not farmed",03.00.41,03.00.4,320,
"Other molluscs and aquatic invertebrates, live, fresh or chilled, not farmed",03.00.42,03.00.4,321,
"Oysters, live, fresh or chilled, farmed",03.00.43,03.00.4,322,
"Other molluscs and aquatic invertebrates, live, fresh or chilled, farmed",03.00.44,03.00.4,323,
"Pearls, unworked",03.00.5,03.00,324,
"Natural pearls, unworked",03.00.51,03.00.5,325,
"Cultured pearls, unworked",03.00.52,03.00.5,326,
"Other aquatic plants, animals and their products",03.00.6,03.00,327,
"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone",03.00.61,03.00.6,328,
Natural sponges of animal origin,03.00.62,03.00.6,329,
"Seaweeds and other algae, not farmed",03.00.63,03.00.6,330,
"Seaweeds and other algae, farmed",03.00.64,03.00.6,331,
"Other aquatic plants, animals and their products n.e.c.",03.00.69,03.00.6,332,This subcategory includes: - farmed frogs - whales
Support services to fishing and aquaculture,03.00.7,03.00,333,
Support services to fishing,03.00.71,03.00.7,334,
Support services to aquaculture,03.00.72,03.00.7,335,
MINING AND QUARRYING,B,,336,
Coal and lignite,05,B,337,
Hard coal,05.1,05,338,
Hard coal,05.10,05.1,339,
Hard coal,05.10.1,05.10,340,
Hard coal,05.10.10,05.10.1,341,"This subcategory excludes: - briquettes, ovoids and similar solid fuels manufactured from coal, see 19.20.11"
Lignite,05.2,05,342,
Lignite,05.20,05.2,343,
Lignite,05.20.1,05.20,344,
Lignite,05.20.10,05.20.1,345,"This subcategory excludes: - briquettes, ovoids and similar solid fuels manufactured from lignite, see 19.20.12"
Crude petroleum and natural gas,06,B,346,
Crude petroleum,06.1,06,347,
Crude petroleum,06.10,06.1,348,
"Petroleum oils and oils obtained from bituminous minerals, crude",06.10.1,06.10,349,
"Petroleum oils and oils obtained from bituminous minerals, crude",06.10.10,06.10.1,350,
Bituminous or oil shale and tar sands,06.10.2,06.10,351,
Bituminous or oil shale and tar sands,06.10.20,06.10.2,352,
"Natural gas, liquefied or in gaseous state",06.2,06,353,
"Natural gas, liquefied or in gaseous state",06.20,06.2,354,
"Natural gas, liquefied or in gaseous state",06.20.1,06.20,355,
"Natural gas, liquefied or in gaseous state",06.20.10,06.20.1,356,
Metal ores,07,B,357,
Iron ores,07.1,07,358,
Iron ores,07.10,07.1,359,
Iron ores,07.10.1,07.10,360,
Iron ores,07.10.10,07.10.1,361,
Non-ferrous metal ores,07.2,07,362,
Uranium and thorium ores,07.21,07.2,363,
Uranium and thorium ores,07.21.1,07.21,364,
Uranium and thorium ores,07.21.10,07.21.1,365,
Other non-ferrous metal ores and concentrates,07.29,07.2,366,
Other non-ferrous metal ores and concentrates,07.29.1,07.29,367,
Copper ores and concentrates,07.29.11,07.29.1,368,
Nickel ores and concentrates,07.29.12,07.29.1,369,
Aluminium ores and concentrates,07.29.13,07.29.1,370,
Precious metal ores and concentrates,07.29.14,07.29.1,371,
"Lead, zinc and tin ores and concentrates",07.29.15,07.29.1,372,
Other non-ferrous metal ores and concentrates n.e.c.,07.29.19,07.29.1,373,
Other mining and quarrying products,08,B,374,
"Stone, sand and clay",08.1,08,375,
"Ornamental and building stone, limestone, gypsum, chalk and slate",08.11,08.1,376,
Ornamental or building stone,08.11.1,08.11,377,
Marble and other calcareous ornamental or building stone,08.11.11,08.11.1,378,
"Granite, sandstone and other ornamental or building stone",08.11.12,08.11.1,379,
Limestone and gypsum,08.11.2,08.11,380,
Limestone and gypsum,08.11.20,08.11.2,381,
Chalk and uncalcined dolomite,08.11.3,08.11,382,
Chalk and uncalcined dolomite,08.11.30,08.11.3,383,
Slate,08.11.4,08.11,384,
Slate,08.11.40,08.11.4,385,
"Gravel, sand, clays and kaolin",08.12,08.1,386,
Gravel and sand,08.12.1,08.12,387,
Natural sands,08.12.11,08.12.1,388,
"Granules, chippings and powder; pebbles, gravel",08.12.12,08.12.1,389,
"Mixtures of slag and similar industrial waste products, whether or not incorporating pebbles, gravel, shingle and flint for construction use",08.12.13,08.12.1,390,
Clays and kaolin,08.12.2,08.12,391,
Kaolin and other kaolinic clays,08.12.21,08.12.2,392,
"Other clays, andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths",08.12.22,08.12.2,393,
Mining and quarrying products n.e.c.,08.9,08,394,
Chemical and fertiliser minerals,08.91,08.9,395,
Chemical and fertiliser minerals,08.91.1,08.91,396,
Natural calcium or aluminium calcium phosphates,08.91.11,08.91.1,397,
Unroasted iron pyrites; crude or unrefined sulphur,08.91.12,08.91.1,398,
Other chemical and fertiliser minerals,08.91.19,08.91.1,399,
Peat,08.92,08.9,400,
Peat,08.92.1,08.92,401,
Peat,08.92.10,08.92.1,402,"This subcategory excludes: - briquettes, ovoids and similar solid fuels manufactured from peat, see 19.20.13"
Salt and pure sodium chloride; sea water,08.93,08.9,403,
Salt and pure sodium chloride; sea water,08.93.1,08.93,404,
Salt and pure sodium chloride; sea water,08.93.10,08.93.1,405,"This subcategory excludes: - food-grade salt, see 10.84.30"
Other mining and quarrying products n.e.c.,08.99,08.9,406,
"Bitumen and asphalt, natural; asphaltites and asphaltic rock",08.99.1,08.99,407,
"Bitumen and asphalt, natural; asphaltites and asphaltic rock",08.99.10,08.99.1,408,
"Precious and semi-precious stones; industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives; other minerals",08.99.2,08.99,409,
"Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped",08.99.21,08.99.2,410,
"Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives",08.99.22,08.99.2,411,
Other minerals,08.99.29,08.99.2,412,
Mining support services,09,B,413,
Support services to petroleum and natural gas extraction,09.1,09,414,
Support services to petroleum and natural gas extraction,09.10,09.1,415,
Support services to petroleum and natural gas extraction,09.10.1,09.10,416,"This category excludes: - services performed by operators of oil or gas fields, see 06.10, 06.20 - specialised repair services of mining machinery, see 33.12.24"
Drilling services to petroleum and natural gas extraction,09.10.11,09.10.1,417,"This subcategory includes: - directional drilling and redrilling; ""spudding in""; cementing oil and gas well casings; draining and pumping of wells; plugging and abandoning wells etc. - test drilling in connection with petroleum and gas extraction This subcategory also includes: - specialised oil and gas field fire fighting services - exploration services in connection with petroleum and gas extraction This subcategory excludes: - geological, geophysical and related prospecting and consulting services, see 71.12.3"
"Derrick erection, repair and dismantling services and related support services to petroleum and natural gas extraction",09.10.12,09.10.1,418,
Liquefaction and regasification services of natural gas for transportation done at the mine site,09.10.13,09.10.1,419,"This subcategory excludes: - liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 52.21"
Support services to other mining and quarrying,09.9,09,420,
Support services to other mining and quarrying,09.90,09.9,421,
