Label,Notation,Parent Notation,Sort Priority,Description
General industrial machinery (intermediate),74I,7MI,,
General industrial machinery (capital),74K,74,,
General industrial machinery (capital),74K,7MK,,
Office machinery,75,T,,
Office machinery (consumer),75C,75,,
Office machinery (consumer),75C,7EC,,
Office machinery (intermediate),75I,75,,
Office machinery (intermediate),75I,7EI,,
Office machinery (capital),75K,75,,
Office machinery (capital),75K,7EK,,
Telecoms & sound equipment,76,T,,
Telecoms & sound equipment (consumer),76C,76,,
Telecoms & sound equipment (consumer),76C,7EC,,
Telecoms & sound equipment (intermediate),76I,76,,
Telecoms & sound equipment (intermediate),76I,7EI,,
Telecoms & sound equipment (capital),76K,76,,
Telecoms & sound equipment (capital),76K,7EK,,
Miscellaneous electrical goods,77,T,,
Miscellaneous electrical goods (consumer),77C,77,,
Miscellaneous electrical goods (consumer),77C,7EC,,
Miscellaneous electrical goods (intermediate),77I,77,,
Miscellaneous electrical goods (intermediate),77I,7EI,,
Miscellaneous electrical goods (capital),77K,77,,
Miscellaneous electrical goods (capital),77K,7EK,,
Road vehicles,78,7,,
Road vehicles other than cars (consumer),78C,78,,
Road vehicles other than cars (consumer),78C,7plus8C,,
Road vehicles other than cars (intermediate),78I,78,,
Road vehicles other than cars (intermediate),78I,7plus8I,,
Road vehicles other than cars (capital),78K,78,,
Road vehicles other than cars (capital),78K,7plus8K,,
Cars,78M,78,,
Cars,78M,7plus8minusE,,
Cars,78M,T14,,
Other transport equipment,79,7,,
Railway equipment (intermediate),791I,79,,
Railway equipment (intermediate),791I,7plus8I,,
Railway equipment (capital),791K,79,,
Railway equipment (capital),791K,7plus8K,,
Aircraft,792,792/3,,
Ships & aircraft,792/3,79,,
Ships & aircraft,792/3,E,,
Ships & aircraft,792/3,T14,,
Ships & aircraft,792/3,TminusC,,
Not required,792_3,T,,
Ships & aircraft(copy of 792/3 for publication purposes),792and3,T,,
Ships,793,792/3,,
Electrical machinery,7E,71minus77,,
Electrical machinery (consumer),7EC,7E,,
Electrical machinery (consumer),7EC,7plus8C,,
Electrical machinery (intermediate),7EI,7E,,
Electrical machinery (intermediate),7EI,7plus8I,,
Electrical machinery (intermediate),7EK,7E,,
Electrical machinery (intermediate),7EK,7plus8K,,
Mechanical machinery,7M,71minus77,,
Mechanical machinery (consumer),7MC,7M,,
Mechanical machinery (consumer),7MC,7plus8C,,
Mechanical machinery (intermediate),7MI,7M,,
Mechanical machinery (intermediate),7MI,7plus8I,,
Mechanical machinery (capital),7MK,7M,,
Mechanical machinery (capital),7MK,7plus8K,,
Finished manufactures,7and8,5minus8,,
Finished manufactures,7plus8,5minus8,,
Consumer goods other than cars,7and8C,7plus8minusE,,
Consumer goods other than cars,7plus8C,7plus8minusE,,
Consumer goods other than cars,7plus8C,T14,,
Intermediate goods,7and8I,7plus8minusE,,
Intermediate goods,7plus8I,7plus8minusE,,
Intermediate goods,7plus8I,T14,,
Capital goods,7and8K,7plus8minusE,,
Capital goods,7plus8K,7plus8minusE,,
Capital goods,7plus8K,T14,,
Finished manufactures less erratics,7plus8minusE,5minus8minusE,,
Miscellaneous manufactures,8,7plus8,,
"Plumbing, heating & lighting fixtures",81,T,,
"Plumbing, heating & lighting fixtures (consumer)",81C,81,,
"Plumbing, heating & lighting fixtures (consumer)",81C,8OC,,
"Plumbing, heating & lighting fixtures (intermediate)",81I,81,,
"Plumbing, heating & lighting fixtures (intermediate)",81I,8OI,,
"Plumbing, heating & lighting fixtures (capital)",81K,81,,
"Plumbing, heating & lighting fixtures (capital)",81K,8OK,,
Furniture,82,T,,
Furniture (consumer),82C,82,,
Furniture (consumer),82C,8OC,,
Furniture (intermediate),82I,82,,
Furniture (intermediate),82I,8OI,,
Furniture (capital),82K,82,,
Furniture (capital),82K,8OK,,
"Travel goods, handbags etc",83,8OC,,
Clothing,84,84plus85,,
Clothing & footwear,84+85,T,,
Clothing & footwear,84and85,T,,
Clothing & footwear,84plus85,7plus8C,,
Clothing & footwear,84plus85,8,,
Footwear,85,84plus85,,
Scientific instruments,87,T,,
Scientific & photographic,87and88,T,,
Scientific & photographic,87+88,T,,
Scientific & photographic (consumer),87and88C,T,,
Scientific & photographic (consumer),87+88C,T,,
Scientific & photographic (intermediate),87and88I,T,,
Scientific & photographic (intermediate),87+88I,T,,
Scientific & photographic (capital),87and88K,T,,
Scientific & photographic (capital),87+88K,T,,
Scientific instruments (consumer),87C,87,,
Scientific instruments (consumer),87C,87plus88C,,
Scientific instruments (intermediate),87I,87,,
Scientific instruments (intermediate),87I,87plus88I,,
Scientific instruments (capital),87K,87,,
Scientific instruments (capital),87K,87plus88K,,
Scientific & photographic,87plus88,8,,
Scientific & photographic (consumer),87plus88C,7plus8C,,
Scientific & photographic (consumer),87plus88C,87plus88,,
Scientific & photographic (intermediate),87plus88I,7plus8I,,
Scientific & photographic (intermediate),87plus88I,87plus88,,
